,video,start,end,subtitle,include
314,IuVo4fnpLC8,"00:04:03,359","00:04:05,040",the post office that's how everybody,False
315,IuVo4fnpLC8,"00:02:27,480","00:02:30,569",worried very worried where I mean to the,False
316,IuVo4fnpLC8,"00:00:39,140","00:00:41,059",of that is great I want that woman to,True
317,IuVo4fnpLC8,"00:06:53,639","00:06:55,169",Service went from reporting a net income,True
318,IuVo4fnpLC8,"00:16:12,000","00:16:14,040",those stegosauruses are standing way too,True
319,IuVo4fnpLC8,"00:15:38,730","00:15:41,220",it's though % of its income is derived,False
320,IuVo4fnpLC8,"00:12:15,840","00:12:18,180",don't raise the price of a package okay,False
321,IuVo4fnpLC8,"00:11:39,540","00:11:40,740",is this about me,True
322,IuVo4fnpLC8,"00:05:46,450","00:05:48,610",nothing doper than a totally bitchin,True
323,IuVo4fnpLC8,"00:09:37,950","00:09:40,320",year including close to % of,True
324,IuVo4fnpLC8,"00:06:04,150","00:06:06,820",turning a profit we're not for a,True
325,IuVo4fnpLC8,"00:09:56,400","00:09:57,660",shouldn't do that,True
326,IuVo4fnpLC8,"00:15:31,079","00:15:33,779",selling money orders money transfers and,True
327,IuVo4fnpLC8,"00:16:16,949","00:16:19,110",is clearly more of a long-term solution,True
328,IuVo4fnpLC8,"00:15:59,160","00:16:01,170",hats it's that everyone is standing next,True
329,IuVo4fnpLC8,"00:05:44,830","00:05:46,450",everywhere and I say there's simply,True
330,IuVo4fnpLC8,"00:08:44,070","00:08:46,680",access and to his credit john stossel,True
331,IuVo4fnpLC8,"00:14:08,639","00:14:13,980",with their garments oh my gosh why why,False
332,IuVo4fnpLC8,"00:11:30,930","00:11:32,910",Washington Post whose political coverage,True
333,IuVo4fnpLC8,"00:10:18,900","00:10:20,780",it's handy for businesses like myself,False
334,IuVo4fnpLC8,"00:13:40,260","00:13:42,000",that we've discussed their hands are,True
335,IuVo4fnpLC8,"00:10:10,860","00:10:12,810",local post office to ship some of their,False
336,IuVo4fnpLC8,"00:15:13,800","00:15:15,630",country living in unbanked or,True
337,IuVo4fnpLC8,"00:11:22,530","00:11:24,300",giving it sufficient aid and many,True
338,IuVo4fnpLC8,"00:14:54,180","00:14:56,130",issue things like hunting and fishing,True
339,IuVo4fnpLC8,"00:08:03,060","00:08:05,760",seen the arrow hidden in the FedEx logo,True
340,IuVo4fnpLC8,"00:17:11,069","00:17:13,620",slash last stamp tonight you can find,True
341,IuVo4fnpLC8,"00:15:33,779","00:15:36,690",prepaid cards but up until the s,True
342,IuVo4fnpLC8,"00:12:21,390","00:12:23,700",it delivers jokes yes and they are as we,True
343,IuVo4fnpLC8,"00:00:58,100","00:01:08,000",but watch this it's just instantly,False
344,IuVo4fnpLC8,"00:08:14,130","00:08:16,050",businesses have to innovate,True
345,IuVo4fnpLC8,"00:17:33,900","00:17:35,820",tonight and I'm sorry I forgot Mother's,True
346,IuVo4fnpLC8,"00:00:06,859","00:00:08,809",Postal Service the organization that,True
347,IuVo4fnpLC8,"00:15:00,899","00:15:02,640",the post office doesn't so much act as a,True
348,IuVo4fnpLC8,"00:16:01,170","00:16:03,029",to each other in a public place with no,True
349,IuVo4fnpLC8,"00:10:06,360","00:10:09,120",engraving company in rural Kansas Fisher,True
350,IuVo4fnpLC8,"00:17:38,400","00:17:40,799",you liked this segment please buy a,True
351,IuVo4fnpLC8,"00:03:38,370","00:03:40,560",love to complain about the post office,True
352,IuVo4fnpLC8,"00:16:19,110","00:16:22,260",it won't get the USPS out of its current,True
353,IuVo4fnpLC8,"00:08:51,060","00:08:53,579",the Constitution says Congress has the,False
354,IuVo4fnpLC8,"00:04:48,880","00:04:51,490",asking why that is and what can be done,True
355,IuVo4fnpLC8,"00:00:36,620","00:00:39,140",to the how you doing every single part,True
356,IuVo4fnpLC8,"00:08:58,140","00:09:00,420",liver mail to all of America who says,False
357,IuVo4fnpLC8,"00:02:40,290","00:02:42,090",and say that it's not in the back of,False
358,IuVo4fnpLC8,"00:16:53,880","00:16:56,339",while it will not come close to raising,True
359,IuVo4fnpLC8,"00:14:51,990","00:14:54,180",offices could expand their services to,True
360,IuVo4fnpLC8,"00:00:17,509","00:00:19,160",delivering mail and packages to,True
361,IuVo4fnpLC8,"00:04:55,060","00:04:56,590",government the postal service is,True
362,IuVo4fnpLC8,"00:02:13,430","00:02:15,499",Nana's dead but now you have a small,True
363,IuVo4fnpLC8,"00:15:11,339","00:15:13,800",estimated percent of people in this,True
364,IuVo4fnpLC8,"00:10:54,900","00:10:58,170",genuinely heavy this is and look it's,True
365,IuVo4fnpLC8,"00:16:56,339","00:16:58,170",the ninety billion dollars the Postal,True
366,IuVo4fnpLC8,"00:02:04,340","00:02:05,960",a greeting card again when I could mail,True
367,IuVo4fnpLC8,"00:09:02,910","00:09:05,280",live way out in the boondocks I could,False
368,IuVo4fnpLC8,"00:07:16,530","00:07:18,810",been estimated that the stipulations of,True
369,IuVo4fnpLC8,"00:13:06,330","00:13:08,820",few things that he's not actually one of,True
370,IuVo4fnpLC8,"00:12:18,180","00:12:21,390",first the Postal Service is not a joke,True
371,IuVo4fnpLC8,"00:00:46,070","00:00:55,609",in it interspecies orgy already very,False
372,IuVo4fnpLC8,"00:03:03,629","00:03:05,579",tested positive for Kovac and more,True
373,IuVo4fnpLC8,"00:15:54,120","00:15:56,160",weirdest thing about watching old timey,True
374,IuVo4fnpLC8,"00:02:43,980","00:02:45,390",the office are we essential or,False
375,IuVo4fnpLC8,"00:03:05,579","00:03:08,790",than have died for both in addition,True
376,IuVo4fnpLC8,"00:17:45,690","00:17:47,549",a letter about how much I suck it's all,True
377,IuVo4fnpLC8,"00:04:33,520","00:04:35,740",courtesy but when it starts becoming a,True
378,IuVo4fnpLC8,"00:17:06,120","00:17:07,709",of stamps that are available for you to,True
379,IuVo4fnpLC8,"00:06:25,990","00:06:27,880",put on the Postal Service but the law,True
380,IuVo4fnpLC8,"00:16:07,889","00:16:10,079",could wake up in the Jurassic period and,True
381,IuVo4fnpLC8,"00:14:33,779","00:14:35,880",in part the postal accountability and,True
382,IuVo4fnpLC8,"00:02:51,269","00:02:53,040",level of working hard or hardly working,True
383,IuVo4fnpLC8,"00:05:26,940","00:05:31,330",first that song can get it and also to,True
384,IuVo4fnpLC8,"00:09:32,730","00:09:34,860",for many Americans it reportedly,True
385,IuVo4fnpLC8,"00:09:15,150","00:09:16,830",conveniently glossing over the fact that,True
386,IuVo4fnpLC8,"00:10:36,720","00:10:39,420",under my wiener I mean that's a perfect,True
387,IuVo4fnpLC8,"00:17:03,810","00:17:06,120",just do a giveaway but to produce a run,True
388,IuVo4fnpLC8,"00:17:47,549","00:17:49,440",the same to them you'd be doing a really,True
389,IuVo4fnpLC8,"00:08:23,820","00:08:25,979",drawbacks to that idea for starters as,True
390,IuVo4fnpLC8,"00:00:08,809","00:00:09,860",would have delivered your Mother's Day,True
391,IuVo4fnpLC8,"00:10:04,170","00:10:06,360",if service was reduced like this rock,True
392,IuVo4fnpLC8,"00:05:00,880","00:05:02,590",pay for itself with the money that it,True
393,IuVo4fnpLC8,"00:08:09,900","00:08:10,650",D yeah,False
394,IuVo4fnpLC8,"00:07:25,800","00:07:27,690",despite them shedding over a hundred,True
395,IuVo4fnpLC8,"00:13:42,000","00:13:43,829",tied when it comes to pricing on their,True
396,IuVo4fnpLC8,"00:15:21,480","00:15:24,180",charge up to % in fees and interest,True
397,IuVo4fnpLC8,"00:00:09,860","00:00:10,670",card for today,False
398,IuVo4fnpLC8,"00:04:44,980","00:04:46,840",institution is on the brink of collapse,True
399,IuVo4fnpLC8,"00:11:58,050","00:12:00,480",lose money on it a post office should,False
400,IuVo4fnpLC8,"00:18:02,580","00:18:04,540",very bad,False
401,IuVo4fnpLC8,"00:09:23,940","00:09:25,440",like what would happen if someone tried,True
402,IuVo4fnpLC8,"00:13:47,940","00:13:50,250",hustles for instance you can go on their,True
403,IuVo4fnpLC8,"00:01:57,260","00:01:58,940",you including chickens ducks and geese,True
404,IuVo4fnpLC8,"00:08:57,839","00:08:58,140",do,False
405,IuVo4fnpLC8,"00:01:39,650","00:01:42,320",full of baby chicks baby chicks don't,False
406,IuVo4fnpLC8,"00:02:18,150","00:02:20,790",but the current pandemic is obviously,True
407,IuVo4fnpLC8,"00:01:33,710","00:01:36,290",mailman just see what has come today a,False
408,IuVo4fnpLC8,"00:09:50,130","00:09:52,830",the medicine Jeremy Renner's collection,True
409,IuVo4fnpLC8,"00:11:56,100","00:11:58,050",every time they bring a package they,False
410,IuVo4fnpLC8,"00:07:10,229","00:07:12,210",Service's problems aren't entirely from,True
411,IuVo4fnpLC8,"00:13:01,980","00:13:04,380",absolutely convinced that the Postal,True
412,IuVo4fnpLC8,"00:17:00,540","00:17:03,810",working with stamps.com for weeks to not,True
413,IuVo4fnpLC8,"00:08:34,589","00:08:36,930",are obligated to deliver to aren't just,True
414,IuVo4fnpLC8,"00:01:45,860","00:01:48,530",safely through the mail it's true you,False
415,IuVo4fnpLC8,"00:03:35,730","00:03:38,370",people housebound and I know people do,True
416,IuVo4fnpLC8,"00:16:25,139","00:16:27,240",of funding as soon as possible and not,True
417,IuVo4fnpLC8,"00:08:55,950","00:08:57,839",doesn't have to and it doesn't have to,False
418,IuVo4fnpLC8,"00:03:45,329","00:03:47,489",not just to receive packages but in,True
419,IuVo4fnpLC8,"00:15:41,220","00:15:43,470",from the sale of stamps the post office,False
420,IuVo4fnpLC8,"00:09:52,830","00:09:54,660",of music like noises from the internet,True
421,IuVo4fnpLC8,"00:16:10,079","00:16:12,000",my first thought would be holy,True
422,IuVo4fnpLC8,"00:04:58,960","00:05:00,880",operates independently and is meant to,True
423,IuVo4fnpLC8,"00:14:48,120","00:14:49,649",also on the types of services they can,True
424,IuVo4fnpLC8,"00:14:56,130","00:14:58,680",licenses and perhaps the best option is,True
425,IuVo4fnpLC8,"00:16:33,300","00:16:36,389",terms in that law and until then,True
426,IuVo4fnpLC8,"00:07:30,270","00:07:32,310",badly hobbled by an act of Congress,True
427,IuVo4fnpLC8,"00:08:19,680","00:08:21,930",prefer is for the postal service to be,True
428,IuVo4fnpLC8,"00:14:41,100","00:14:43,079",save the Postal Service that is why it,True
429,IuVo4fnpLC8,"00:17:52,650","00:17:55,530",we'll see you next week good night it's,False
430,IuVo4fnpLC8,"00:08:21,930","00:08:23,820",privatized but there are some huge,True
431,IuVo4fnpLC8,"00:17:16,199","00:17:18,929",zebra mr. Nutter Butter and our personal,True
432,IuVo4fnpLC8,"00:03:22,650","00:03:25,139",dollars and without financial help the,True
433,IuVo4fnpLC8,"00:11:26,280","00:11:28,560",relationship with Amazon owned of course,True
434,IuVo4fnpLC8,"00:09:57,660","00:09:59,790",and then there's the potential business,True
435,IuVo4fnpLC8,"00:11:07,470","00:11:10,590",rural areas amazon also contracts many,True
436,IuVo4fnpLC8,"00:01:19,040","00:01:21,620",country and it has an obligation to,True
437,IuVo4fnpLC8,"00:14:28,230","00:14:30,060",your chest it's a little weird to,True
438,IuVo4fnpLC8,"00:08:46,680","00:08:48,240",fully acknowledges that although,True
439,IuVo4fnpLC8,"00:13:13,290","00:13:15,060",as just this week he replaced the,True
440,IuVo4fnpLC8,"00:11:35,580","00:11:37,680",makes policy decisions based on his,True
441,IuVo4fnpLC8,"00:08:48,240","00:08:51,060",basically says in response tough,True
442,IuVo4fnpLC8,"00:11:10,590","00:11:11,790",of its deliveries out,True
443,IuVo4fnpLC8,"00:09:08,010","00:09:10,110",like least about that his dismissive,True
444,IuVo4fnpLC8,"00:16:31,170","00:16:33,300",look at undoing some of the more onerous,True
445,IuVo4fnpLC8,"00:09:00,420","00:09:02,910",there needs to be universal service if I,False
446,IuVo4fnpLC8,"00:08:40,409","00:08:42,089",companies would cut those routes off,True
447,IuVo4fnpLC8,"00:04:31,870","00:04:33,520",helping someone do that once is a,True
448,IuVo4fnpLC8,"00:11:40,740","00:11:42,960",just watch him try and explain why the,True
449,IuVo4fnpLC8,"00:13:52,230","00:13:53,970",dog which is a great way to make your,True
450,IuVo4fnpLC8,"00:17:25,110","00:17:27,030",would really encourage you to do that,True
451,IuVo4fnpLC8,"00:02:05,960","00:02:08,420",someone a birthday turkey or a thank-you,True
452,IuVo4fnpLC8,"00:06:19,540","00:06:22,480",five billion dollars a year for years,True
453,IuVo4fnpLC8,"00:08:28,229","00:08:30,360",charged are of a lot more to,True
454,IuVo4fnpLC8,"00:13:10,650","00:13:13,290",annoying it's really worrying especially,True
455,IuVo4fnpLC8,"00:13:16,710","00:13:20,640",guy Louis to Joy a major Trump donor and,True
456,IuVo4fnpLC8,"00:13:58,260","00:14:00,029",few years back they entered into a,True
457,IuVo4fnpLC8,"00:17:02,959","00:17:05,120",one thing we know nixon was not a fan of,True
458,IuVo4fnpLC8,"00:05:11,600","00:05:14,080",know they're like golden nuggets right,False
459,IuVo4fnpLC8,"00:14:28,959","00:14:30,560",want to put on a lot of,False
460,IuVo4fnpLC8,"00:10:44,640","00:10:46,800",he could as he's repeatedly indicated,True
461,IuVo4fnpLC8,"00:17:11,679","00:17:13,439",vietnamese people and then,True
462,IuVo4fnpLC8,"00:00:12,559","00:00:13,360",yesterday,False
463,IuVo4fnpLC8,"00:09:12,720","00:09:14,320",population of california,True
464,IuVo4fnpLC8,"00:09:35,839","00:09:39,040",only as much and it's clearly not,True
465,IuVo4fnpLC8,"00:19:30,240","00:19:32,799",union anything that rigs the system on,False
466,IuVo4fnpLC8,"00:09:39,600","00:09:41,200",when the best thing you can say about,True
467,IuVo4fnpLC8,"00:00:38,640","00:00:41,440",amy coney barrett is only and i know,True
468,IuVo4fnpLC8,"00:08:07,840","00:08:09,280",bill of rights protected,False
469,IuVo4fnpLC8,"00:02:31,120","00:02:33,040",last few decades,False
470,IuVo4fnpLC8,"00:13:24,560","00:13:25,839",with the republicans,False
471,IuVo4fnpLC8,"00:11:20,560","00:11:22,320",insinuations there including,True
472,IuVo4fnpLC8,"00:02:15,760","00:02:17,360",their party's blatant hypocrisy by,True
473,IuVo4fnpLC8,"00:08:09,280","00:08:11,120",and that is our job it's what we need to,False
474,IuVo4fnpLC8,"00:02:33,040","00:02:35,120",but my liberal friends have over many,False
475,IuVo4fnpLC8,"00:08:47,040","00:08:48,959",with a republican in office and that is,True
476,IuVo4fnpLC8,"00:16:19,759","00:16:22,560",we tend to erode the confidence in the,False
477,IuVo4fnpLC8,"00:15:35,600","00:15:37,120",representation whatsoever,True
478,IuVo4fnpLC8,"00:05:46,479","00:05:48,720",any more than the national archives gave,True
479,IuVo4fnpLC8,"00:06:26,080","00:06:28,160",president you don't worry about me i'm,False
480,IuVo4fnpLC8,"00:18:32,480","00:18:34,080",is currently trying to take towards jk,True
481,IuVo4fnpLC8,"00:09:10,959","00:09:12,720",though that is less than the total,True
482,IuVo4fnpLC8,"00:01:12,799","00:01:14,720",by refusing to even consider merrick,True
483,IuVo4fnpLC8,"00:16:32,399","00:16:33,360",confidence in government,True
484,IuVo4fnpLC8,"00:02:40,480","00:02:42,400",also appropriate for nation which is,False
485,IuVo4fnpLC8,"00:17:38,640","00:17:40,240",national popular vote began picking up,True
486,IuVo4fnpLC8,"00:03:17,599","00:03:19,440",highs while a strong majority of the,True
487,IuVo4fnpLC8,"00:14:21,920","00:14:23,440",next time they took control of the,True
488,IuVo4fnpLC8,"00:12:58,639","00:13:01,360",moderate era in american politics i will,True
489,IuVo4fnpLC8,"00:08:41,200","00:08:43,599",vote in four out of the last five,True
490,IuVo4fnpLC8,"00:08:26,720","00:08:29,280",looks like a merkin but look let's talk,True
491,IuVo4fnpLC8,"00:15:16,480","00:15:18,560",and white house more representative of,True
492,IuVo4fnpLC8,"00:03:54,640","00:03:56,560",through diligent effort by republican,True
493,IuVo4fnpLC8,"00:02:00,320","00:02:01,759",think own netflix now,True
494,IuVo4fnpLC8,"00:11:01,040","00:11:04,640",you need that with the,False
495,IuVo4fnpLC8,"00:17:36,960","00:17:38,640",in fact when a movement to switch to a,True
496,IuVo4fnpLC8,"00:18:39,440","00:18:40,400",to take effect,True
497,IuVo4fnpLC8,"00:11:07,360","00:11:09,519",they're sending it's a scam it's a hoax,False
498,IuVo4fnpLC8,"00:07:00,639","00:07:03,120",manage to find this stock footage titled,True
499,IuVo4fnpLC8,"00:13:06,399","00:13:08,880",so we've got to fight for basically who,True
500,IuVo4fnpLC8,"00:19:55,440","00:19:58,480",ii with stars on the flag america is,True
501,IuVo4fnpLC8,"00:04:48,400","00:04:49,199",he also,False
502,IuVo4fnpLC8,"00:03:37,360","00:03:39,840",the supreme court is about to lurch to,True
503,IuVo4fnpLC8,"00:06:48,479","00:06:50,800",worry i'm strong as mule piss,True
504,IuVo4fnpLC8,"00:02:17,360","00:02:18,080",saying that,False
505,IuVo4fnpLC8,"00:08:55,440","00:08:56,080",top of which,False
506,IuVo4fnpLC8,"00:20:37,679","00:20:39,919",it's going to hurt for a long time for a,True
507,IuVo4fnpLC8,"00:01:22,640","00:01:23,360",richard burr,False
508,IuVo4fnpLC8,"00:20:02,320","00:20:03,919",ending the electoral college would,True
509,IuVo4fnpLC8,"00:19:19,280","00:19:22,000",already seem to be freaking out the,True
510,IuVo4fnpLC8,"00:06:59,039","00:07:00,639",of mules urinating although we did,True
511,IuVo4fnpLC8,"00:07:19,840","00:07:21,840",mitch mcconnell and his mule piss for,True
512,IuVo4fnpLC8,"00:17:34,080","00:17:36,960",but republicans will fiercely defend it,True
513,IuVo4fnpLC8,"00:19:03,360","00:19:05,360",there are other ideas for significant,True
